hidden numbering,Frequency Rank,Complexity,Word,Romanised,품사,Classification,Hanja/Ref.,English,,Wiktionary Link,,Wordreference Link,Note,,,
134,134,A,그래서,geuraeseo,부,adverb,,And so accordingly,https://en.wiktionary.org/wiki/그래서,https://en.wiktionary.org/wiki/그래서,https://www.wordreference.com/koen/그래서,https://www.wordreference.com/koen/그래서,,,,
135,135,A,무엇,mueos,대,pronoun,,"That thing,whatever",https://en.wiktionary.org/wiki/무엇,https://en.wiktionary.org/wiki/무엇,https://www.wordreference.com/koen/무엇,https://www.wordreference.com/koen/무엇,,,,
136,136,C,정부,jeongbu,명,noun,政府,Government,https://en.wiktionary.org/wiki/정부,https://en.wiktionary.org/wiki/정부,https://www.wordreference.com/koen/정부,https://www.wordreference.com/koen/정부,,,,
137,137,A,모든,modeun,관,attributive,,Every one,https://en.wiktionary.org/wiki/모든,https://en.wiktionary.org/wiki/모든,https://www.wordreference.com/koen/모든,https://www.wordreference.com/koen/모든,,,,
138,138,A,번,beon,의,noun,番,"Number, how many times",https://en.wiktionary.org/wiki/번,https://en.wiktionary.org/wiki/번,https://www.wordreference.com/koen/번,https://www.wordreference.com/koen/번,,,,
139,139,A,그거,geugeo,대,pronoun,,That thing,https://en.wiktionary.org/wiki/그거,https://en.wiktionary.org/wiki/그거,https://www.wordreference.com/koen/그거,https://www.wordreference.com/koen/그거,,,,
140,140,A,돈,don,명,noun,,Money,https://en.wiktionary.org/wiki/돈,https://en.wiktionary.org/wiki/돈,https://www.wordreference.com/koen/돈,https://www.wordreference.com/koen/돈,,,,
141,141,B,국가,gukga,명,noun,國家,A state or a nation,https://en.wiktionary.org/wiki/국가,https://en.wiktionary.org/wiki/국가,https://www.wordreference.com/koen/국가,https://www.wordreference.com/koen/국가,,,,
142,142,A,그런데,geureonde,부,adverb,,But or however,https://en.wiktionary.org/wiki/그런데,https://en.wiktionary.org/wiki/그런데,https://www.wordreference.com/koen/그런데,https://www.wordreference.com/koen/그런데,,,,
143,143,A,날,nal,명,noun,어느~,Day,https://en.wiktionary.org/wiki/날,https://en.wiktionary.org/wiki/날,https://www.wordreference.com/koen/날,https://www.wordreference.com/koen/날,,,,
144,144,A,여기,yeogi,대,pronoun,,A hobby,https://en.wiktionary.org/wiki/여기,https://en.wiktionary.org/wiki/여기,https://www.wordreference.com/koen/여기,https://www.wordreference.com/koen/여기,,,,
145,145,A,모두,modu,부,adverb,,Everybody,https://en.wiktionary.org/wiki/모두,https://en.wiktionary.org/wiki/모두,https://www.wordreference.com/koen/모두,https://www.wordreference.com/koen/모두,,,,
146,146,B,여성,yeoseong,명,noun,女性,Female,https://en.wiktionary.org/wiki/여성,https://en.wiktionary.org/wiki/여성,https://www.wordreference.com/koen/여성,https://www.wordreference.com/koen/여성,,,,
147,147,A,동무,dongmu,명,noun,同-,A friend,https://en.wiktionary.org/wiki/동무,https://en.wiktionary.org/wiki/동무,https://www.wordreference.com/koen/동무,https://www.wordreference.com/koen/동무,alternative:  친구 (Hanj: 親舊) a friend,,,
148,148,A,마음,maeum,명,noun,,Heart,https://en.wiktionary.org/wiki/마음,https://en.wiktionary.org/wiki/마음,https://www.wordreference.com/koen/마음,https://www.wordreference.com/koen/마음,,,,
149,149,A,후,hu,명,noun,後,After,https://en.wiktionary.org/wiki/후,https://en.wiktionary.org/wiki/후,https://www.wordreference.com/koen/후,https://www.wordreference.com/koen/후,,,,
150,150,A,가다,gada,보,auxiliary verb,,To go,https://en.wiktionary.org/wiki/가다,https://en.wiktionary.org/wiki/가다,https://www.wordreference.com/koen/가다,https://www.wordreference.com/koen/가다,,,,
151,151,A,놓다,nohda,보,auxiliary verb,,"Put, place",https://en.wiktionary.org/wiki/놓다,https://en.wiktionary.org/wiki/놓다,https://www.wordreference.com/koen/놓다,https://www.wordreference.com/koen/놓다,,,,
152,152,B,관계,gwangye,명,noun,關係,Connection or relation,https://en.wiktionary.org/wiki/관계,https://en.wiktionary.org/wiki/관계,https://www.wordreference.com/koen/관계,https://www.wordreference.com/koen/관계,,,,
153,153,A,아버지,abeoji,명,noun,,Father,https://en.wiktionary.org/wiki/아버지,https://en.wiktionary.org/wiki/아버지,https://www.wordreference.com/koen/아버지,https://www.wordreference.com/koen/아버지,,,,
154,154,A,남자,namja,명,noun,男子,Boy,https://en.wiktionary.org/wiki/남자,https://en.wiktionary.org/wiki/남자,https://www.wordreference.com/koen/남자,https://www.wordreference.com/koen/남자,,,,
155,155,A,어디,eodi,대,pronoun,,Where?,https://en.wiktionary.org/wiki/어디,https://en.wiktionary.org/wiki/어디,https://www.wordreference.com/koen/어디,https://www.wordreference.com/koen/어디,,,,
156,156,A,몸,mom,명,noun,,"body,physique",https://en.wiktionary.org/wiki/몸,https://en.wiktionary.org/wiki/몸,https://www.wordreference.com/koen/몸,https://www.wordreference.com/koen/몸,,,,
157,157,A,얼굴,eolgul,명,noun,,Face,https://en.wiktionary.org/wiki/얼굴,https://en.wiktionary.org/wiki/얼굴,https://www.wordreference.com/koen/얼굴,https://www.wordreference.com/koen/얼굴,,,,
158,158,A,들어가다,deureogada,동,verb,,to go into; to enter,https://en.wiktionary.org/wiki/들어가다,https://en.wiktionary.org/wiki/들어가다,https://www.wordreference.com/koen/들어가다,https://www.wordreference.com/koen/들어가다,,,,
159,159,A,왜,wae,부,adverb,,Why?,https://en.wiktionary.org/wiki/왜,https://en.wiktionary.org/wiki/왜,https://www.wordreference.com/koen/왜,https://www.wordreference.com/koen/왜,,,,
160,160,B,나타나다,natanada,동,verb,,"Come out, appear",https://en.wiktionary.org/wiki/나타나다,https://en.wiktionary.org/wiki/나타나다,https://www.wordreference.com/koen/나타나다,https://www.wordreference.com/koen/나타나다,,,,
161,161,A,말다,malda,보,auxiliary verb,,Cease,https://en.wiktionary.org/wiki/말다,https://en.wiktionary.org/wiki/말다,https://www.wordreference.com/koen/말다,https://www.wordreference.com/koen/말다,,,,
162,162,B,지역,jiyeok,명,noun,地域,"An area, region",https://en.wiktionary.org/wiki/지역,https://en.wiktionary.org/wiki/지역,https://www.wordreference.com/koen/지역,https://www.wordreference.com/koen/지역,,,,
163,163,A,다르다,dareuda,형,adjective,,Be different,https://en.wiktionary.org/wiki/다르다,https://en.wiktionary.org/wiki/다르다,https://www.wordreference.com/koen/다르다,https://www.wordreference.com/koen/다르다,,,,
164,164,B,모습,moseup,명,noun,,"shape,body",https://en.wiktionary.org/wiki/모습,https://en.wiktionary.org/wiki/모습,https://www.wordreference.com/koen/모습,https://www.wordreference.com/koen/모습,,,,
165,165,A,물,mul,명,noun,바닷~,Water,https://en.wiktionary.org/wiki/물,https://en.wiktionary.org/wiki/물,https://www.wordreference.com/koen/물,https://www.wordreference.com/koen/물,,,,
166,166,A,만나다,mannada,동,verb,,Meet,https://en.wiktionary.org/wiki/만나다,https://en.wiktionary.org/wiki/만나다,https://www.wordreference.com/koen/만나다,https://www.wordreference.com/koen/만나다,,,,
167,167,A,내다,naeda,동,verb,길을~,produce something,https://en.wiktionary.org/wiki/내다,https://en.wiktionary.org/wiki/내다,https://www.wordreference.com/koen/내다,https://www.wordreference.com/koen/내다,,,,
168,168,B,보이다,boida,동,verb,보다'의사동사,"to show, to cause to see",https://en.wiktionary.org/wiki/보이다,https://en.wiktionary.org/wiki/보이다,https://www.wordreference.com/koen/보이다,https://www.wordreference.com/koen/보이다,,,,
169,169,A,쓰다,sseuda,동,verb,글씨를~,To write,https://en.wiktionary.org/wiki/쓰다,https://en.wiktionary.org/wiki/쓰다,https://www.wordreference.com/koen/쓰다,https://www.wordreference.com/koen/쓰다,,,,
170,170,A,이것,igeos,대,pronoun,,This thing,https://en.wiktionary.org/wiki/이것,https://en.wiktionary.org/wiki/이것,https://www.wordreference.com/koen/이것,https://www.wordreference.com/koen/이것,,,,
171,171,B,없이,eopsi,부,adverb,,Without,https://en.wiktionary.org/wiki/없이,https://en.wiktionary.org/wiki/없이,https://www.wordreference.com/koen/없이,https://www.wordreference.com/koen/없이,,,,
172,172,A,이번,ibeon,명,noun,-番,This time,https://en.wiktionary.org/wiki/이번,https://en.wiktionary.org/wiki/이번,https://www.wordreference.com/koen/이번,https://www.wordreference.com/koen/이번,,,,
173,173,A,길,gil,명,noun,도로,Road,https://en.wiktionary.org/wiki/길,https://en.wiktionary.org/wiki/길,https://www.wordreference.com/koen/길,https://www.wordreference.com/koen/길,,,,
174,174,A,생활,saenghwal,명,noun,生活,"lifestyle,livelihood",https://en.wiktionary.org/wiki/생활,https://en.wiktionary.org/wiki/생활,https://www.wordreference.com/koen/생활,https://www.wordreference.com/koen/생활,,,,
175,175,A,쓰다,sseuda,동,verb,약을~,"to use, to take (medicine)",https://en.wiktionary.org/wiki/쓰다,https://en.wiktionary.org/wiki/쓰다,https://www.wordreference.com/koen/쓰다,https://www.wordreference.com/koen/쓰다,,,,
176,176,A,지금,jigeum,명,noun,只今,Now,https://en.wiktionary.org/wiki/지금,https://en.wiktionary.org/wiki/지금,https://www.wordreference.com/koen/지금,https://www.wordreference.com/koen/지금,,,,
177,177,B,뿐,ppun,의,noun,,"only,alone,merely",https://en.wiktionary.org/wiki/뿐,https://en.wiktionary.org/wiki/뿐,https://www.wordreference.com/koen/뿐,https://www.wordreference.com/koen/뿐,,,,
178,178,A,사이,sai,명,noun,,space between 2 points; the relationship between 2 people,https://en.wiktionary.org/wiki/사이,https://en.wiktionary.org/wiki/사이,https://www.wordreference.com/koen/사이,https://www.wordreference.com/koen/사이,,,,
179,179,B,방법,bangbeop,명,noun,方法,"Way, method",https://en.wiktionary.org/wiki/방법,https://en.wiktionary.org/wiki/방법,https://www.wordreference.com/koen/방법,https://www.wordreference.com/koen/방법,,,,
180,180,C,새롭다,saeropda,형,adjective,,"To be new,novel",https://en.wiktionary.org/wiki/새롭다,https://en.wiktionary.org/wiki/새롭다,https://www.wordreference.com/koen/새롭다,https://www.wordreference.com/koen/새롭다,,,,
181,181,A,우리나라,urinara,명,noun,,Korea,https://en.wiktionary.org/wiki/우리나라,https://en.wiktionary.org/wiki/우리나라,https://www.wordreference.com/koen/우리나라,https://www.wordreference.com/koen/우리나라,,,,
182,182,A,내다,naeda,보,auxiliary verb,참아~,produce something,https://en.wiktionary.org/wiki/내다,https://en.wiktionary.org/wiki/내다,https://www.wordreference.com/koen/내다,https://www.wordreference.com/koen/내다,,,,
183,183,A,앉다,anjda,동,verb,,To sit down,https://en.wiktionary.org/wiki/앉다,https://en.wiktionary.org/wiki/앉다,https://www.wordreference.com/koen/앉다,https://www.wordreference.com/koen/앉다,,,,
184,184,A,처음,cheoeum,명,noun,,First,https://en.wiktionary.org/wiki/처음,https://en.wiktionary.org/wiki/처음,https://www.wordreference.com/koen/처음,https://www.wordreference.com/koen/처음,,,,
185,185,A,손,son,명,noun,신체의일부,The hand,https://en.wiktionary.org/wiki/손,https://en.wiktionary.org/wiki/손,https://www.wordreference.com/koen/손,https://www.wordreference.com/koen/손,,,,
186,186,A,몇,myeocc,관,attributive,,A few,https://en.wiktionary.org/wiki/몇,https://en.wiktionary.org/wiki/몇,https://www.wordreference.com/koen/몇,https://www.wordreference.com/koen/몇,,,,
187,187,A,그때,geuttae,명,noun,,Then or at that time,https://en.wiktionary.org/wiki/그때,https://en.wiktionary.org/wiki/그때,https://www.wordreference.com/koen/그때,https://www.wordreference.com/koen/그때,,,,
188,188,C,과정,gwajeong,명,noun,過程,"Process,  course of events",https://en.wiktionary.org/wiki/과정,https://en.wiktionary.org/wiki/과정,https://www.wordreference.com/koen/과정,https://www.wordreference.com/koen/과정,,,,
189,189,C,삶,salm,명,noun,,Life,https://en.wiktionary.org/wiki/삶,https://en.wiktionary.org/wiki/삶,https://www.wordreference.com/koen/삶,https://www.wordreference.com/koen/삶,,,,
190,190,B,갖다,gajda,동,verb,가지다,"to have, hold, own",https://en.wiktionary.org/wiki/갖다,https://en.wiktionary.org/wiki/갖다,https://www.wordreference.com/koen/갖다,https://www.wordreference.com/koen/갖다,,,,
191,191,A,찾다,chajda,동,verb,,"seek,look for",https://en.wiktionary.org/wiki/찾다,https://en.wiktionary.org/wiki/찾다,https://www.wordreference.com/koen/찾다,https://www.wordreference.com/koen/찾다,,,,
192,192,B,특히,teukhi,부,adverb,特-,Especially,https://en.wiktionary.org/wiki/특히,https://en.wiktionary.org/wiki/특히,https://www.wordreference.com/koen/특히,https://www.wordreference.com/koen/특히,,,,
193,193,A,시,si,의,noun,時,Time,https://en.wiktionary.org/wiki/시,https://en.wiktionary.org/wiki/시,https://www.wordreference.com/koen/시,https://www.wordreference.com/koen/시,,,,
194,194,B,이상,isang,명,noun,以上,"More than, above",https://en.wiktionary.org/wiki/이상,https://en.wiktionary.org/wiki/이상,https://www.wordreference.com/koen/이상,https://www.wordreference.com/koen/이상,,,,
195,195,A,지금,jigeum,부,adverb,只今,Now,https://en.wiktionary.org/wiki/지금,https://en.wiktionary.org/wiki/지금,https://www.wordreference.com/koen/지금,https://www.wordreference.com/koen/지금,,,,
196,196,A,나가다,nagada,동,verb,,To go out,https://en.wiktionary.org/wiki/나가다,https://en.wiktionary.org/wiki/나가다,https://www.wordreference.com/koen/나가다,https://www.wordreference.com/koen/나가다,,,,
197,197,A,이야기,iyagi,명,noun,,"Conversation, talk",https://en.wiktionary.org/wiki/이야기,https://en.wiktionary.org/wiki/이야기,https://www.wordreference.com/koen/이야기,https://www.wordreference.com/koen/이야기,,,,
198,198,B,교육,gyoyuk,명,noun,敎育,Education,https://en.wiktionary.org/wiki/교육,https://en.wiktionary.org/wiki/교육,https://www.wordreference.com/koen/교육,https://www.wordreference.com/koen/교육,,,,
199,199,A,사다,sada,동,verb,,"To buy, purchase",https://en.wiktionary.org/wiki/사다,https://en.wiktionary.org/wiki/사다,https://www.wordreference.com/koen/사다,https://www.wordreference.com/koen/사다,,,,
200,200,B,경제,gyeongje,명,noun,經濟,Economy,https://en.wiktionary.org/wiki/경제,https://en.wiktionary.org/wiki/경제,https://www.wordreference.com/koen/경제,https://www.wordreference.com/koen/경제,,,,
201,201,A,아직,ajik,부,adverb,,Still,https://en.wiktionary.org/wiki/아직,https://en.wiktionary.org/wiki/아직,https://www.wordreference.com/koen/아직,https://www.wordreference.com/koen/아직,,,,
202,202,A,잡다,japda,동,verb,,"seize,catch",https://en.wiktionary.org/wiki/잡다,https://en.wiktionary.org/wiki/잡다,https://www.wordreference.com/koen/잡다,https://www.wordreference.com/koen/잡다,,,,
203,203,A,같이,gati,부,adverb,,Together,https://en.wiktionary.org/wiki/같이,https://en.wiktionary.org/wiki/같이,https://www.wordreference.com/koen/같이,https://www.wordreference.com/koen/같이,,,,
204,204,A,선생님,seonsaengnim,명,noun,先生-,Teacher,https://en.wiktionary.org/wiki/선생님,https://en.wiktionary.org/wiki/선생님,https://www.wordreference.com/koen/선생님,https://www.wordreference.com/koen/선생님,,,,
205,205,B,예술,yesul,명,noun,藝術,"Art, an art",https://en.wiktionary.org/wiki/예술,https://en.wiktionary.org/wiki/예술,https://www.wordreference.com/koen/예술,https://www.wordreference.com/koen/예술,,,,
206,206,A,서다,seoda,동,verb,,To stand,https://en.wiktionary.org/wiki/서다,https://en.wiktionary.org/wiki/서다,https://www.wordreference.com/koen/서다,https://www.wordreference.com/koen/서다,,,,
207,207,A,못,mos,부,adverb,,Cannot,https://en.wiktionary.org/wiki/못,https://en.wiktionary.org/wiki/못,https://www.wordreference.com/koen/못,https://www.wordreference.com/koen/못,,,,
